,Username,Number of Comments,Comments,Number of Products Commented,Products Commented,Mean Rating
5955,fabianeiviny00,1,"[""It's quite high, I hope it lasts.""]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
5956,fabiansycamore,0,[nan],1,{'3922f373-785a-4593-8f46-e8f77ca1c8c4': 1},2.0
5957,fabianteoh,1,['Performance: very good\nBest Feature(s): good sound\nValue For Money: extremely\nPerformance equals a $200 headphone'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
5958,fabielledesousa,1,"[""It doesn't catch!!!!!!\nIt just turns on the lights but it doesn't turn on""]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},1.0
5959,fabiiola21huarapil,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},3.0
5960,fabinaysinger,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},4.0
5961,fabioaunalexandro,1,['Performance: 4 star\nValue For Money: 5 star\nBest Feature(s): 4 star'],1,{'f81dd840-40d1-4e5b-842a-da76d9f79c17': 1},5.0
5962,fabiojunio13,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
5963,fabiola.98,1,"[""It arrived on time but one came with a defect, it's just getting a mouth but for the price it's good""]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},4.0
5964,fabioladino12,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
5965,fabiolafernandes2015,1,['Buy it is super worth it !'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
5966,fabiolagomes630,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
5967,fabiolaman,1,"['Very good phone, great value for money 👍']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
5968,fablimgmail,0,[nan],1,{'51f70b33-555b-4d40-ad73-a4f19446fc73': 1},5.0
5969,fabrciomorenomoreno,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
5970,fabricia_canhet,1,['I love the sound is loud 🤩'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
5971,fad_dailani,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
5972,fadfiddy,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
5973,fadhilahahmad627,1,['Items arrived quickly and were in good condition. Thank you.'],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},4.0
5974,fadhipillar,0,[nan],1,{'90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1},4.0
5975,fadhlianauzalli,0,[nan],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
5976,fadhlullahar,1,['Well received the item without any damage. Item  are well packed and tested all good. Thank you seller '],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
5977,fadli_noh20,0,[nan],1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 1},5.0
5978,fadlileong,0,[nan],1,{'c2e30517-ffa0-47b0-841e-2748f3f0e59d': 1},5.0
5979,fadly431,0,"[nan, nan]",1,{'6c475598-c32f-4bac-9831-383e5eb8e323': 2},5.0
5980,fadlyahalim,1,['Box came in dented despite being bubblewrapped. Headset performance is working great. Music is decent for the price. What i find great about it is that you have the option to use it as bluetooth headphone or you can turn the battery off and just use it as a wired headphone. Microphone works too!'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
5981,fady01,0,[nan],1,{'d2ca1ff5-2388-4e12-9d99-83d3e21ddc54': 1},5.0
5982,faelynashlyn,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
5983,faezmr,0,[nan],1,{'5b019c93-94ee-4d1b-9a95-c8612ac429c0': 1},4.0
5984,fafadelaila,1,['Best Feature(s): outlook & colour\nPerformance: ok\nValue For Money: yes\nI just love the colour! Not easy to find khaki Colour wireless headphone.'],1,{'3aa481f9-6e8d-40aa-b4a9-8022ae11b332': 1},5.0
5985,fafafarzana,0,[nan],1,{'3aa481f9-6e8d-40aa-b4a9-8022ae11b332': 1},5.0
5986,fafaredza,0,[nan],1,{'833b5ee4-0152-4af4-919d-092083439bcb': 1},5.0
5987,fagnacalazans,1,"['Great product, just took a while to arrive, but I recommend']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
5988,fahizel,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
5989,fahmiaxl,1,['Good according to the order. tks seller and shopee'],1,{'ada3b277-7679-4b52-8491-f4101329d86e': 1},5.0
5990,fahmylegend,1,['Everything is good and fast'],1,{'7541d57b-e17b-42ac-bb8d-c6077c146b4d': 1},5.0
5991,fahmymas,0,[nan],1,{'c06ac557-5552-4dab-b42c-e679f54cc097': 1},5.0
5992,faiikasama,0,"[nan, nan]",1,{'90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 2},5.0
5993,failedhero,0,"[nan, nan]",1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 2},5.0
5994,faireenrazali,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
5995,fairuzjumadi,0,[nan],1,{'4eec4d16-0b8d-40c9-be7b-b444955589c5': 1},5.0
5996,fairuzklopp13,0,[nan],1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 1},5.0
5997,fairyberry.co,0,[nan],1,{'3ac85522-669a-42b8-a279-b31ec4a84c29': 1},5.0
5998,fairyxan,1,"['Item was delivered in good condition. But once i opened up the plastic and bu ble wrap packaging, the box was dented and dusty. Hopefully the headphone works well.']",1,{'c34a9e33-e895-4b08-af20-e5ae6a0876dd': 1},4.0
5999,faisurypm,1,['They arrived quickly'],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},3.0
6000,faithtan11,0,[nan],1,{'10b5c89d-c320-4743-b6db-7962216594f9': 1},5.0
6001,faithwu88,0,[nan],1,{'7245f812-e507-4b1c-8e73-78c41afc3744': 1},5.0
6002,faizal1308,0,[nan],1,{'ee642e88-21fb-4916-8024-044cbfee7eef': 1},5.0
6003,faizal231084,0,[nan],1,{'f81dd840-40d1-4e5b-842a-da76d9f79c17': 1},5.0
6004,faizi5z,0,[nan],1,{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1},5.0
6005,faizolasambora,2,"['Best Feature(s): Noise cancelling is good\nFast delivery and very reliable brand. Not my first creative headphones.', 'Best Feature(s): Noise cancelling is good\nFast delivery and very reliable brand. Not my first creative headphones.']",2,"{'12c56041-6472-4142-b0fc-d4a5c0d82309': 1, 'ff9d5533-0a5c-4d93-91c2-c8ebfa50c30f': 1}",5.0
6006,faizplaza,0,[nan],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
6007,fajarpri778,1,['Fast delivery in good condition ☺️\nRecommended.\nThank you seller.'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},4.0
6008,fakhrull_wahab,0,[nan],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
6009,fakhrulradzi730,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
6010,fakhrunnaim108,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},4.0
6011,falala_888,1,['A bit heavy but works very well'],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
6012,falcosg,0,[nan],1,{'4eec4d16-0b8d-40c9-be7b-b444955589c5': 1},5.0
6013,falishanuraini,1,['Looks good but havent try yet.'],1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},5.0
6014,fallinginlovewiththorns,1,['Very good sound because'],1,{'b17e829b-3318-49c4-8a94-edc482f7733c': 1},5.0
6015,falsesignals,0,"[nan, nan]",2,"{'12c56041-6472-4142-b0fc-d4a5c0d82309': 1, 'ff9d5533-0a5c-4d93-91c2-c8ebfa50c30f': 1}",5.0
6016,famiezal,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},4.0
6017,familyguychua,1,['Value For Money: great\nBest Feature(s): works as advertised\nPerformance: feels good'],1,{'51f70b33-555b-4d40-ad73-a4f19446fc73': 1},5.0
6018,familylove63,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
6019,fan_haikl,0,[nan],1,{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1},5.0
6020,fanah1909,0,[nan],1,{'6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 1},5.0
6021,fandyqaz,0,[nan],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
6022,fangml,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
6023,fangwei81,0,[nan],1,{'f4fe1653-f7ae-4bb0-9be9-eb3e13f17353': 1},5.0
6024,fangwei97,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
6025,fani2610,1,"['Super fast delivery, within 3-4hours and items came in super good condition. Very impressed, will definitely recommend and thank you for the speedy delivery :)']",1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
6026,fannalisamohamedkhalid,0,[nan],1,{'721400c6-5f27-40ef-9340-2636c26ed97c': 1},5.0
6027,fannateck,0,"[nan, nan]",2,"{'12c56041-6472-4142-b0fc-d4a5c0d82309': 1, 'ff9d5533-0a5c-4d93-91c2-c8ebfa50c30f': 1}",4.0
6028,fannie2002,0,[nan],1,{'21653da9-3891-436c-bb31-5b4e1ba0b586': 1},5.0
6029,fannybabygirl,1,"['Haven’t tried, but looks as nice as pic! Hopefully it’ll all work well xD']",1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
6030,fannyfong,0,"[nan, nan]",1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 2},5.0
6031,fantajoy,1,"['Good, bought for my kid. Lightweight and working well.']",1,{'a95acfa1-8706-4cb0-ab35-48073e36f164': 1},5.0
6032,fapassingby,0,[nan],1,{'5f5d2db5-fe5c-4317-ae4f-5e75b4b67a2f': 1},5.0
6033,faqihahabdullah,1,"[""Performance: so far so good\nQuality: quality is very okayy\nI just want to inform you,, I'm not sure whose fault it is but my headphones,, next door it sounds like a speaker or something in it was pulled out,, you can just listen to it but it's not as strong as the other side Laa .. but delivery & packaging all fast ,, will repeat soon thank you seller love it so much 🤩🤩🤩""]",1,{'5b019c93-94ee-4d1b-9a95-c8612ac429c0': 1},5.0
6034,fara_jffr,0,[nan],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
6035,fara_jina,0,[nan],1,{'59331d97-d641-4a8b-8d1d-4f7296f1978e': 1},5.0
6036,farah2818,0,[nan],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
6037,farahadila45678,0,"[nan, nan]",1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 2},5.0
6038,farahainn21,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
6039,farahanakjaffri,1,['Love the headphone color n design. The sound is so loud and is nice comfy. It comes with a bag easy to bring along.'],1,{'c27b8144-4472-420e-a5fe-0372caab2724': 1},5.0
6040,farahangullia,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
6041,farahannisa893,0,[nan],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
6042,farahdilla1506,2,"[""Tested it and it worked perfectly well. Can't complain for the price paid. Although it isn't adjustable to fit my ear level, it is ok for normal use when I listen to podcasts."", ""Wow thank you for the free gift! My 2nd time buying from this seller for the headphones. This time item wasn't in-stock so had to wait quite awhile. Headphones work well for normal use. Bought this for my son.\n\nUpdate: Unfortunately, the free gift, which is charging cable, is not working 😅""]",1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 2},5.0
6043,farahgen,0,[nan],1,{'90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1},5.0
6044,farahinfairuz04,0,[nan],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
6045,farahiyliasaadun,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6046,farahjbi,0,[nan],1,{'e7174fb9-9ec5-4b85-ad45-cd483b1f116a': 1},5.0
6047,farahlaiqah,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
6048,farahliaqi,0,[nan],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
6049,farahnaazbgm,0,[nan],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
6050,faraieya,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6051,farazalidolphin,1,['Nice box...Great Gift for my son for his birthday\n\nThank you'],1,{'f4fe1653-f7ae-4bb0-9be9-eb3e13f17353': 1},5.0
6052,farcat77,0,[nan],1,{'bbfc5329-d536-4274-a1b4-3f2e28a82b63': 1},5.0
6053,fareeezfzi,0,[nan],1,{'d2ca1ff5-2388-4e12-9d99-83d3e21ddc54': 1},4.0
6054,fareeha4,1,['Performance: the bass is nice\nBest Feature(s): the colour\nValue For Money: worth the price\nthe mic is muffled and cnnt hear much when i talk into the mic'],1,{'6b40a572-7c11-45bb-937c-d3460fc70c36': 1},5.0
6055,farhahazmil,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6056,farhanahmohdnoor,2,"['Performance: good\nValue For Money: yes\nGreat buy! Worth it.', 'Performance: good\nValue For Money: yes\nGreat buy! Worth it.']",2,"{'0a306926-3ebc-4c60-b1e5-abd335495cc0': 1, 'dbd07dd2-ec11-4d23-b369-22fb75522393': 1}",5.0
6057,farhananas453,0,[nan],1,{'3ac85522-669a-42b8-a279-b31ec4a84c29': 1},5.0
6058,farhanashauqymommy,1,"['Best Feature(s): Love the design and colour\nValue For Money: Definitely\nPerformance: it was great\nUse it for zoom meetings, love the volume control']",1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},5.0
6059,farhandyfaizullah,1,"['Delivery was fast but the box didnt came in a good condition and I was more disappointed at the sound, not that loud and theres no bass. ']",1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},3.0
6060,farhanfandy,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6061,farhanotelli,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
6062,farhansafie068,0,[nan],1,{'721400c6-5f27-40ef-9340-2636c26ed97c': 1},5.0
6063,farhatin82,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
6064,farhatul57,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6065,faridahjamali,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},2.0
6066,faridahzohramohamed,0,[nan],1,{'e7174fb9-9ec5-4b85-ad45-cd483b1f116a': 1},5.0
6067,faridbinsenin,0,"[nan, nan]",2,"{'3e307863-4688-482d-ba2b-4a229b2c9b69': 1, '6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 1}",5.0
6068,faridsallehayitkool,0,"[nan, nan]",2,"{'0af370ba-f422-43a0-8c69-a348ceb78266': 1, 'ecfe9a8f-ef58-46ad-8007-ef4de302feb8': 1}",5.0
6069,faridtalukdar,0,[nan],1,{'6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 1},5.0
6070,faridtriilhufyan,0,[nan],1,{'ada3b277-7679-4b52-8491-f4101329d86e': 1},5.0
6071,farifazhari,0,[nan],1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 1},5.0
6072,faris.audi,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6073,farisdaney,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6074,farisisa,0,[nan],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
6075,farissalihinkenobi,0,[nan],1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},5.0
6076,fariz,0,[nan],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
6077,farizanburn,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6078,farleyarles,0,[nan],1,{'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1},5.0
6079,farlinara,0,[nan],1,{'ef5a4175-8271-46c7-9c82-be26682bc42d': 1},5.0
6080,farra_izan,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6081,farranoreena96,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6082,fartedramen,1,"['Works very well, the fact that I got this for 39 dollars helps me sleep soundly at night. Speaking of sound, this is pretty good quality for something at this price. Definitely recommend!']",1,{'f9b60d03-8caf-4502-8e9c-dd299758ae3a': 1},5.0
6083,faruk121317,0,[nan],1,{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1},5.0
6084,faryshaimran,1,"['Performance: fantastic\nBest Feature(s): great\nValue For Money: yessir\ni love it so much, its totally worth the purchase! surround sounds and voice damn crispy must cop!']",1,{'f9b60d03-8caf-4502-8e9c-dd299758ae3a': 1},5.0
6085,faryshaqiara,0,[nan],1,{'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1},5.0
6086,farzanaafifahjamaludin,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6087,farzanmullah,1,['Satisfactory'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
6088,fasal692435,0,[nan],1,{'4eec4d16-0b8d-40c9-be7b-b444955589c5': 1},5.0
6089,fashenchong,0,[nan],1,{'f9b60d03-8caf-4502-8e9c-dd299758ae3a': 1},5.0
6090,fasimahismail68,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6091,fat4slim,1,['delivery took some time but its well delivered. I like it and will buy again if price is right'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
6092,fatalwave,1,['Performance: works great according to my bro\nBest Feature(s): lightweight\nValue For Money: yes\nI have the blackshark v2 pro and the material compared to this product the ear cup padding is different (3rd pic) but over great budget product'],1,{'f9b60d03-8caf-4502-8e9c-dd299758ae3a': 1},5.0
6093,fateen95,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6094,fatehah_2511,1,"[""Until ii only next door can't hear""]",1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},1.0
6095,fatehah_ezaha,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6096,fatehahnur123,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6097,fatennadia1987,0,[nan],1,{'40bd8f74-3912-4671-83dc-b0596ec2246f': 1},5.0
6098,fatennadiah94,0,[nan],1,{'90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1},5.0
6099,fatherapple,1,['Kid was restless since the courier indicated the delivery will be completed in the evening. He got his new toy.'],1,{'f9b60d03-8caf-4502-8e9c-dd299758ae3a': 1},5.0
6100,fathiahzahiah,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
6101,fathiradryan,0,[nan],1,{'c34a9e33-e895-4b08-af20-e5ae6a0876dd': 1},5.0
6102,fathirkasiim,0,[nan],1,{'ada3b277-7679-4b52-8491-f4101329d86e': 1},4.0
6103,fathuballoys,1,['Good for price'],1,{'bbfc5329-d536-4274-a1b4-3f2e28a82b63': 1},5.0
6104,fathyn_zubaidi,0,"[nan, nan]",1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 2},5.0
6105,fatiha_nzm,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
6106,fatihahlatif93,0,[nan],1,{'5b019c93-94ee-4d1b-9a95-c8612ac429c0': 1},5.0
6107,fatima.25,0,[nan],1,{'0af370ba-f422-43a0-8c69-a348ceb78266': 1},5.0
6108,fatima2707,1,['Performance: superb\nBest Feature(s): nice retro color\nValue For Money: yes\nWrap nicely and headphone works well! Happy with my purchase!'],1,{'d2ca1ff5-2388-4e12-9d99-83d3e21ddc54': 1},5.0
6109,fatimahasika,0,[nan],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},3.0
6110,fatimazahra94,2,"[""Performance:  crazy sound and bass\nQuality: very good\nFirst time beli kat sini..sye suka giler with sound nye.. dlm byk2 headphones yg sye beli.. this is the best sound I've ever heard.. i didn't expect the sound to die like this.. the best lah.. The battery lasts a long time too.. the quality is very beautiful and light when you hold it.. it's very worthwhile to buy it here.. sgt2 recommendation"", 'This is the best sound headphone..recommend sangat2 buy it..not dak apa2 kerosakan direct.. very good service..']",1,{'5b019c93-94ee-4d1b-9a95-c8612ac429c0': 2},5.0
